platform,sku,title,brand,category,current_price,original_price,discount,rating,reviews_count,availability,seller,noon_express,main_image,all_images,product_url,scraped_at
noon,,Serum 100 ML,CLARY,Beauty,280 EGP,350 EGP,20%,,,In Stock,Noon,,https://f.nooncdn.com/p/98bdbbde18de505bb963525c844c04b6|pzsku/Z6F23A2CEB31F0709C909Z/45/1770284903/4eda6950-7030-43f2-bb6e-9f42aebabe6c.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | 9 | 8 | b | d | b | b | d | e | 1 | 8 | d | e | 5 | 0 | 5 | b | b | 9 | 6 | 3 | 5 | 2 | 5 | c | 8 | 4 | 4 | c | 0 | 4 | b | 6 | | | p | z | s | k | u | / | Z | 6 | F | 2 | 3 | A | 2 | C | E | B | 3 | 1 | F | 0 | 7 | 0 | 9 | C | 9 | 0 | 9 | Z | / | 4 | 5 | / | 1 | 7 | 7 | 0 | 2 | 8 | 4 | 9 | 0 | 3 | / | 4 | e | d | a | 6 | 9 | 5 | 0 | - | 7 | 0 | 3 | 0 | - | 4 | 3 | f | 2 | - | b | b | 6 | e | - | 9 | f | 4 | 2 | a | e | b | a | b | e | 6 | c | . | j | p | g,https://www.noon.com/egypt-en/serum-100-ml/p/?o=Z6F23A2CEB31F0709C909Z,2026-03-28T02:52:26.772198
noon,,SkinActive Micellar Cleansing Water All in One- Clear 100 ml,garnier,Fragrances,90 EGP,99 EGP,9%,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N16546877A/45/_/1719935252/1140087b-6e21-421a-b273-bb27e944b1f3.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 1 | 6 | 5 | 4 | 6 | 8 | 7 | 7 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 1 | 9 | 9 | 3 | 5 | 2 | 5 | 2 | / | 1 | 1 | 4 | 0 | 0 | 8 | 7 | b | - | 6 | e | 2 | 1 | - | 4 | 2 | 1 | a | - | b | 2 | 7 | 3 | - | b | b | 2 | 7 | e | 9 | 4 | 4 | b | 1 | f | 3 | . | j | p | g,https://www.noon.com/egypt-en/skinactive-micellar-cleansing-water-all-in-one-clear-100-ml/p/?o=N16546877A,2026-03-28T02:51:57.355321
noon,,Micellar Water Face Cleanser And Daily Makeup Remover Clear,garnier,Fragrances,261 EGP,298 EGP,12%,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N11294362A/45/_/1770374400/38889d8e-0cc8-49a3-8c2f-f0fee4e0d8f1.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 1 | 1 | 2 | 9 | 4 | 3 | 6 | 2 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 7 | 0 | 3 | 7 | 4 | 4 | 0 | 0 | / | 3 | 8 | 8 | 8 | 9 | d | 8 | e | - | 0 | c | c | 8 | - | 4 | 9 | a | 3 | - | 8 | c | 2 | f | - | f | 0 | f | e | e | 4 | e | 0 | d | 8 | f | 1 | . | j | p | g,https://www.noon.com/egypt-en/micellar-water-face-cleanser-and-daily-makeup-remover-clear/p/?o=N11294362A,2026-03-28T02:51:57.355338
noon,,"Resurfacing Retinol Serum To Reduce The Appearance Of Post-Acne Marks And Pores With Retinol, Licorice Root Extract & Niacinamide 30ml",CeraVe,Fragrances,665 EGP,870 EGP,24%,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N70158017V/45/_/1763715077/11e25316-8eb2-4571-9535-aad2f6494489.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 7 | 0 | 1 | 5 | 8 | 0 | 1 | 7 | V | / | 4 | 5 | / | _ | / | 1 | 7 | 6 | 3 | 7 | 1 | 5 | 0 | 7 | 7 | / | 1 | 1 | e | 2 | 5 | 3 | 1 | 6 | - | 8 | e | b | 2 | - | 4 | 5 | 7 | 1 | - | 9 | 5 | 3 | 5 | - | a | a | d | 2 | f | 6 | 4 | 9 | 4 | 4 | 8 | 9 | . | j | p | g,https://www.noon.com/egypt-en/resurfacing-retinol-serum-to-reduce-the-appearance-of-post-acne-marks-and-pores-with-retinol-licorice-root-extract-niacinamide-30ml/p/?o=N70158017V,2026-03-28T02:51:57.355345
noon,,Nuvera Glyco-Clear Toner 200ML,NuveraCosmetics,Fragrances,280 EGP,440 EGP,36%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/ZA0AB67C35C636E494094Z/45/1767809322/20811ecc-f025-438e-b6e1-6fda282d483c.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | A | 0 | A | B | 6 | 7 | C | 3 | 5 | C | 6 | 3 | 6 | E | 4 | 9 | 4 | 0 | 9 | 4 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 7 | 8 | 0 | 9 | 3 | 2 | 2 | / | 2 | 0 | 8 | 1 | 1 | e | c | c | - | f | 0 | 2 | 5 | - | 4 | 3 | 8 | e | - | b | 6 | e | 1 | - | 6 | f | d | a | 2 | 8 | 2 | d | 4 | 8 | 3 | c | . | j | p | g,https://www.noon.com/egypt-en/nuvera-glyco-clear-toner-200ml/p/?o=ZA0AB67C35C636E494094Z,2026-03-28T02:51:57.355350
noon,,Extra Volume 3D Mascara 01 Dark black,CYBELE,Fragrances,279 EGP,387 EGP,28%,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N30389060A/45/_/1740311870/3f84b76f-f634-4a7c-91b4-261c044156c6.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 3 | 0 | 3 | 8 | 9 | 0 | 6 | 0 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 4 | 0 | 3 | 1 | 1 | 8 | 7 | 0 | / | 3 | f | 8 | 4 | b | 7 | 6 | f | - | f | 6 | 3 | 4 | - | 4 | a | 7 | c | - | 9 | 1 | b | 4 | - | 2 | 6 | 1 | c | 0 | 4 | 4 | 1 | 5 | 6 | c | 6 | . | j | p | g,https://www.noon.com/egypt-en/extra-volume-3d-mascara-01-dark-black/p/?o=N30389060A,2026-03-28T02:51:57.355355
noon,,Mela B3 Anti-Dark Spots Concentrate Cream SPF30 With Niacinamide For All Skin Types 40Ml,LA ROCHE-POSAY,Fragrances,1160 EGP,1480 EGP,22%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/ZF13D1A29F411FFD1BC91Z/45/1764131845/602a40b3-cf2c-4a43-be2f-aa8e8a4969c0.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | F | 1 | 3 | D | 1 | A | 2 | 9 | F | 4 | 1 | 1 | F | F | D | 1 | B | C | 9 | 1 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 4 | 1 | 3 | 1 | 8 | 4 | 5 | / | 6 | 0 | 2 | a | 4 | 0 | b | 3 | - | c | f | 2 | c | - | 4 | a | 4 | 3 | - | b | e | 2 | f | - | a | a | 8 | e | 8 | a | 4 | 9 | 6 | 9 | c | 0 | . | j | p | g,https://www.noon.com/egypt-en/mela-b3-anti-dark-spots-concentrate-cream-spf30-with-niacinamide-for-all-skin-types-40ml/p/?o=ZF13D1A29F411FFD1BC91Z,2026-03-28T02:51:57.355360
noon,,Whitening Cream 60 GM,starville,Fragrances,,130 EGP,,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z4A1FC455A14B0328CDFCZ/45/1764270448/0cf174fd-cbeb-4094-881d-a9f428935adc.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 4 | A | 1 | F | C | 4 | 5 | 5 | A | 1 | 4 | B | 0 | 3 | 2 | 8 | C | D | F | C | Z | / | 4 | 5 | / | 1 | 7 | 6 | 4 | 2 | 7 | 0 | 4 | 4 | 8 | / | 0 | c | f | 1 | 7 | 4 | f | d | - | c | b | e | b | - | 4 | 0 | 9 | 4 | - | 8 | 8 | 1 | d | - | a | 9 | f | 4 | 2 | 8 | 9 | 3 | 5 | a | d | c | . | j | p | g,https://www.noon.com/egypt-en/whitening-cream-60-gm/p/?o=Z4A1FC455A14B0328CDFCZ,2026-03-28T02:51:57.355364
noon,,"L'OrÃ©al Paris Glycolic Bright 8% [Melasyl ÑÐ¼ + Glycolic + Niacinamide] face serum for Dark Spot & Brightening, 30ml",L'OREAL PARIS,Fragrances,,567 EGP,,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/ZCF22CA0A0761EB1B4E7CZ/45/1764075574/6a03b59c-fd73-4116-9d6b-e407b9a31968.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | C | F | 2 | 2 | C | A | 0 | A | 0 | 7 | 6 | 1 | E | B | 1 | B | 4 | E | 7 | C | Z | / | 4 | 5 | / | 1 | 7 | 6 | 4 | 0 | 7 | 5 | 5 | 7 | 4 | / | 6 | a | 0 | 3 | b | 5 | 9 | c | - | f | d | 7 | 3 | - | 4 | 1 | 1 | 6 | - | 9 | d | 6 | b | - | e | 4 | 0 | 7 | b | 9 | a | 3 | 1 | 9 | 6 | 8 | . | j | p | g,https://www.noon.com/egypt-en/l-or-al-paris-glycolic-bright-8-melasyl-glycolic-niacinamide-face-serum-for-dark-spot-brightening-30ml/p/?o=ZCF22CA0A0761EB1B4E7CZ,2026-03-28T02:51:57.355375
noon,,Exfoliating Scrub Gloves Multicolour,Soap & Glory,Fragrances,,73.9 EGP,,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N14737059A/45/_/1767607834/1f502271-3cd5-4723-b292-8a10ca734ba0.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 1 | 4 | 7 | 3 | 7 | 0 | 5 | 9 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 6 | 7 | 6 | 0 | 7 | 8 | 3 | 4 | / | 1 | f | 5 | 0 | 2 | 2 | 7 | 1 | - | 3 | c | d | 5 | - | 4 | 7 | 2 | 3 | - | b | 2 | 9 | 2 | - | 8 | a | 1 | 0 | c | a | 7 | 3 | 4 | b | a | 0 | . | j | p | g,https://www.noon.com/egypt-en/exfoliating-scrub-gloves-multicolour/p/?o=N14737059A,2026-03-28T02:51:57.355389
noon,,Body Milk 300 ml,Shaan,Fragrances,176 EGP,200 EGP,12%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z8D36526F7EFC45853967Z/45/1764270443/c2616570-8d98-4df4-a89e-8473b8b79a94.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 8 | D | 3 | 6 | 5 | 2 | 6 | F | 7 | E | F | C | 4 | 5 | 8 | 5 | 3 | 9 | 6 | 7 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 4 | 2 | 7 | 0 | 4 | 4 | 3 | / | c | 2 | 6 | 1 | 6 | 5 | 7 | 0 | - | 8 | d | 9 | 8 | - | 4 | d | f | 4 | - | a | 8 | 9 | e | - | 8 | 4 | 7 | 3 | b | 8 | b | 7 | 9 | a | 9 | 4 | . | j | p | g,https://www.noon.com/egypt-en/body-milk-300-ml/p/?o=Z8D36526F7EFC45853967Z,2026-03-28T02:51:57.355398
noon,,Elvive Hyaluron Moisture Filling Shampoo Replumps Hair With 72H Of Hydration purple 600ml,L'OREAL PARIS,Fragrances,222 EGP,256 EGP,13%,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N52895406A/45/_/1771335405/9c45b572-f270-4649-a106-5531f1c49f61.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 5 | 2 | 8 | 9 | 5 | 4 | 0 | 6 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 7 | 1 | 3 | 3 | 5 | 4 | 0 | 5 | / | 9 | c | 4 | 5 | b | 5 | 7 | 2 | - | f | 2 | 7 | 0 | - | 4 | 6 | 4 | 9 | - | a | 1 | 0 | 6 | - | 5 | 5 | 3 | 1 | f | 1 | c | 4 | 9 | f | 6 | 1 | . | j | p | g,https://www.noon.com/egypt-en/elvive-hyaluron-moisture-filling-shampoo-replumps-hair-with-72h-of-hydration-purple-600ml/p/?o=N52895406A,2026-03-28T02:51:57.355403
noon,,Choco Musk Eau de Parfum - 50ml,Alrehab,Fragrances,,199 EGP,,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/ZE4BFF281C78180DE6D9EZ/45/_/1773377053/63072dbb-7411-4391-a022-e135fc300ccb.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | E | 4 | B | F | F | 2 | 8 | 1 | C | 7 | 8 | 1 | 8 | 0 | D | E | 6 | D | 9 | E | Z | / | 4 | 5 | / | _ | / | 1 | 7 | 7 | 3 | 3 | 7 | 7 | 0 | 5 | 3 | / | 6 | 3 | 0 | 7 | 2 | d | b | b | - | 7 | 4 | 1 | 1 | - | 4 | 3 | 9 | 1 | - | a | 0 | 2 | 2 | - | e | 1 | 3 | 5 | f | c | 3 | 0 | 0 | c | c | b | . | j | p | g,https://www.noon.com/egypt-en/choco-musk-eau-de-parfum-50ml/p/?o=ZE4BFF281C78180DE6D9EZ,2026-03-28T02:51:57.355408
noon,,Foot cream - 75ml,Skinova Image,Fragrances,,200 EGP,,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z632FF70107C4E9A4AA66Z/45/1766486581/b7328cbd-b621-4400-baab-8005d7188e3f.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 6 | 3 | 2 | F | F | 7 | 0 | 1 | 0 | 7 | C | 4 | E | 9 | A | 4 | A | A | 6 | 6 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 6 | 4 | 8 | 6 | 5 | 8 | 1 | / | b | 7 | 3 | 2 | 8 | c | b | d | - | b | 6 | 2 | 1 | - | 4 | 4 | 0 | 0 | - | b | a | a | b | - | 8 | 0 | 0 | 5 | d | 7 | 1 | 8 | 8 | e | 3 | f | . | j | p | g,https://www.noon.com/egypt-en/foot-cream-75ml/p/?o=Z632FF70107C4E9A4AA66Z,2026-03-28T02:51:57.355412
noon,,Dermaelle Gentle Exfoliating & Radiance Glycolic Acid Toner 350ml,,Fragrances,250 EGP,440 EGP,43%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/ZCF90116585B514D7D897Z/45/_/1772010302/86caddcc-8aae-4136-885d-3ae621ea453c.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | C | F | 9 | 0 | 1 | 1 | 6 | 5 | 8 | 5 | B | 5 | 1 | 4 | D | 7 | D | 8 | 9 | 7 | Z | / | 4 | 5 | / | _ | / | 1 | 7 | 7 | 2 | 0 | 1 | 0 | 3 | 0 | 2 | / | 8 | 6 | c | a | d | d | c | c | - | 8 | a | a | e | - | 4 | 1 | 3 | 6 | - | 8 | 8 | 5 | d | - | 3 | a | e | 6 | 2 | 1 | e | a | 4 | 5 | 3 | c | . | j | p | g,https://www.noon.com/egypt-en/dermaelle-gentle-exfoliating-radiance-glycolic-acid-toner-350ml/p/?o=ZCF90116585B514D7D897Z,2026-03-28T02:51:57.355416
noon,,Centella  Derma Ten Soothing  Power Serum,DERMA TEN,Fragrances,260 EGP,330 EGP,21%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z3EC1EC49925E322936F9Z/45/1767808018/6896ab43-f178-4084-8919-a74694828662.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 3 | E | C | 1 | E | C | 4 | 9 | 9 | 2 | 5 | E | 3 | 2 | 2 | 9 | 3 | 6 | F | 9 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 7 | 8 | 0 | 8 | 0 | 1 | 8 | / | 6 | 8 | 9 | 6 | a | b | 4 | 3 | - | f | 1 | 7 | 8 | - | 4 | 0 | 8 | 4 | - | 8 | 9 | 1 | 9 | - | a | 7 | 4 | 6 | 9 | 4 | 8 | 2 | 8 | 6 | 6 | 2 | . | j | p | g,https://www.noon.com/egypt-en/centella-derma-ten-soothing-power-serum/p/?o=Z3EC1EC49925E322936F9Z,2026-03-28T02:51:57.355420
noon,,360 Rotating Makeup Organizer Adjustable Cosmetic Storage Display Case Large Capacity Cosmetic Shelf Acrylic Clear,general,Fragrances,207.75 EGP,224.33 EGP,7%,,,In Stock,Noon,,https://f.nooncdn.com/p/v1642439740/N52425133A_1.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | v | 1 | 6 | 4 | 2 | 4 | 3 | 9 | 7 | 4 | 0 | / | N | 5 | 2 | 4 | 2 | 5 | 1 | 3 | 3 | A | _ | 1 | . | j | p | g,https://www.noon.com/egypt-en/360-rotating-makeup-organizer-adjustable-cosmetic-storage-display-case-large-capacity-cosmetic-shelf-acrylic-clear/p/?o=N52425133A,2026-03-28T02:51:57.355430
noon,,Elvive Extraordinary Hair Oil Non-Sticky Serum For Dry Hair 100ml Clear 100ml,L'OREAL PARIS,Fragrances,406 EGP,456 EGP,11%,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N11266173A/45/_/1771335476/d3adc784-5354-45ec-9ff2-4b16e0f8e958.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 1 | 1 | 2 | 6 | 6 | 1 | 7 | 3 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 7 | 1 | 3 | 3 | 5 | 4 | 7 | 6 | / | d | 3 | a | d | c | 7 | 8 | 4 | - | 5 | 3 | 5 | 4 | - | 4 | 5 | e | c | - | 9 | f | f | 2 | - | 4 | b | 1 | 6 | e | 0 | f | 8 | e | 9 | 5 | 8 | . | j | p | g,https://www.noon.com/egypt-en/elvive-extraordinary-hair-oil-non-sticky-serum-for-dry-hair-100ml-clear-100ml/p/?o=N11266173A,2026-03-28T02:51:57.355434
noon,,Deep Conditioning Hair Mask 150grams,Braes,Fragrances,,169 EGP,,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N51349225A/45/_/1773305486/acab180d-013b-4ca6-8af9-f8d93eda3cdd.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 5 | 1 | 3 | 4 | 9 | 2 | 2 | 5 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 7 | 3 | 3 | 0 | 5 | 4 | 8 | 6 | / | a | c | a | b | 1 | 8 | 0 | d | - | 0 | 1 | 3 | b | - | 4 | c | a | 6 | - | 8 | a | f | 9 | - | f | 8 | d | 9 | 3 | e | d | a | 3 | c | d | d | . | j | p | g,https://www.noon.com/egypt-en/deep-conditioning-hair-mask-150grams/p/?o=N51349225A,2026-03-28T02:51:57.355437
noon,,The Heat Protectant (Travel Size Edition),Lazy Republic,Fragrances,225 EGP,300 EGP,25%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z6F187BCE53ED86CED047Z/45/_/1739306208/001dc2d2-d609-45eb-ac5a-40a67e0a9f8e.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 6 | F | 1 | 8 | 7 | B | C | E | 5 | 3 | E | D | 8 | 6 | C | E | D | 0 | 4 | 7 | Z | / | 4 | 5 | / | _ | / | 1 | 7 | 3 | 9 | 3 | 0 | 6 | 2 | 0 | 8 | / | 0 | 0 | 1 | d | c | 2 | d | 2 | - | d | 6 | 0 | 9 | - | 4 | 5 | e | b | - | a | c | 5 | a | - | 4 | 0 | a | 6 | 7 | e | 0 | a | 9 | f | 8 | e | . | j | p | g,https://www.noon.com/egypt-en/the-heat-protectant-travel-size-edition/p/?o=Z6F187BCE53ED86CED047Z,2026-03-28T02:51:57.355441
noon,,The heat protectant,Lazy Republic,Fragrances,315 EGP,420 EGP,25%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/ZD1635C035E7B573D6E55Z/45/_/1739306642/895ff243-06c4-4126-89f0-7cfc672bb913.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | D | 1 | 6 | 3 | 5 | C | 0 | 3 | 5 | E | 7 | B | 5 | 7 | 3 | D | 6 | E | 5 | 5 | Z | / | 4 | 5 | / | _ | / | 1 | 7 | 3 | 9 | 3 | 0 | 6 | 6 | 4 | 2 | / | 8 | 9 | 5 | f | f | 2 | 4 | 3 | - | 0 | 6 | c | 4 | - | 4 | 1 | 2 | 6 | - | 8 | 9 | f | 0 | - | 7 | c | f | c | 6 | 7 | 2 | b | b | 9 | 1 | 3 | . | j | p | g,https://www.noon.com/egypt-en/the-heat-protectant/p/?o=ZD1635C035E7B573D6E55Z,2026-03-28T02:51:57.355444
noon,,Men Fresh Active Quick Dry Deodorant Spray 150ml,Nivea,Fragrances,124 EGP,159 EGP,22%,,,In Stock,Noon,,https://f.nooncdn.com/p/pnsku/N11292875A/45/_/1767607979/1b666269-3101-44ef-8587-4e94fdc5dccb.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | n | s | k | u | / | N | 1 | 1 | 2 | 9 | 2 | 8 | 7 | 5 | A | / | 4 | 5 | / | _ | / | 1 | 7 | 6 | 7 | 6 | 0 | 7 | 9 | 7 | 9 | / | 1 | b | 6 | 6 | 6 | 2 | 6 | 9 | - | 3 | 1 | 0 | 1 | - | 4 | 4 | e | f | - | 8 | 5 | 8 | 7 | - | 4 | e | 9 | 4 | f | d | c | 5 | d | c | c | b | . | j | p | g,https://www.noon.com/egypt-en/men-fresh-active-quick-dry-deodorant-spray-150ml/p/?o=N11292875A,2026-03-28T02:51:57.355448
noon,,Dermaelle Advanced Glycolic Acid 10% Serum 30ml,,Fragrances,255 EGP,510 EGP,50%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z4E7EC806C215B48A7C2FZ/45/_/1773347868/25363a69-c131-4604-a67a-d92c8519de5b.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 4 | E | 7 | E | C | 8 | 0 | 6 | C | 2 | 1 | 5 | B | 4 | 8 | A | 7 | C | 2 | F | Z | / | 4 | 5 | / | _ | / | 1 | 7 | 7 | 3 | 3 | 4 | 7 | 8 | 6 | 8 | / | 2 | 5 | 3 | 6 | 3 | a | 6 | 9 | - | c | 1 | 3 | 1 | - | 4 | 6 | 0 | 4 | - | a | 6 | 7 | a | - | d | 9 | 2 | c | 8 | 5 | 1 | 9 | d | e | 5 | b | . | j | p | g,https://www.noon.com/egypt-en/dermaelle-advanced-glycolic-acid-10-serum-30ml/p/?o=Z4E7EC806C215B48A7C2FZ,2026-03-28T02:51:57.355452
noon,,Hyaluronic acid Derma Ten Hydra Power Serum,DERMA TEN,Fragrances,260 EGP,320 EGP,19%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z926D61A39997B7AEF247Z/45/1764851026/bb0db455-6824-482a-a197-fdca38a5bc27.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 9 | 2 | 6 | D | 6 | 1 | A | 3 | 9 | 9 | 9 | 7 | B | 7 | A | E | F | 2 | 4 | 7 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 4 | 8 | 5 | 1 | 0 | 2 | 6 | / | b | b | 0 | d | b | 4 | 5 | 5 | - | 6 | 8 | 2 | 4 | - | 4 | 8 | 2 | a | - | a | 1 | 9 | 7 | - | f | d | c | a | 3 | 8 | a | 5 | b | c | 2 | 7 | . | j | p | g,https://www.noon.com/egypt-en/hyaluronic-acid-derma-ten-hydra-power-serum/p/?o=Z926D61A39997B7AEF247Z,2026-03-28T02:51:57.355455
noon,,Vitamin C Derma Ten Glowing Power Serum,DERMA TEN,Fragrances,260 EGP,330 EGP,21%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/Z78366AF3D41CE3A31869Z/45/1767807964/6bd454f6-cf64-4795-9854-34b8f5d07b72.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | 7 | 8 | 3 | 6 | 6 | A | F | 3 | D | 4 | 1 | C | E | 3 | A | 3 | 1 | 8 | 6 | 9 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 7 | 8 | 0 | 7 | 9 | 6 | 4 | / | 6 | b | d | 4 | 5 | 4 | f | 6 | - | c | f | 6 | 4 | - | 4 | 7 | 9 | 5 | - | 9 | 8 | 5 | 4 | - | 3 | 4 | b | 8 | f | 5 | d | 0 | 7 | b | 7 | 2 | . | j | p | g,https://www.noon.com/egypt-en/vitamin-c-derma-ten-glowing-power-serum/p/?o=Z78366AF3D41CE3A31869Z,2026-03-28T02:51:57.355459
noon,,Eva Skin Care Senses Fine Fragrance Mist - Summer Twist 240 ml,,Fragrances,167 EGP,210 EGP,20%,,,In Stock,Noon,,https://f.nooncdn.com/p/pzsku/ZE9FBB81A90AF971FC315Z/45/1765448769/be0b3143-8a8a-4e55-8a3a-44ab22749ee4.jpg,h | t | t | p | s | : | / | / | f | . | n | o | o | n | c | d | n | . | c | o | m | / | p | / | p | z | s | k | u | / | Z | E | 9 | F | B | B | 8 | 1 | A | 9 | 0 | A | F | 9 | 7 | 1 | F | C | 3 | 1 | 5 | Z | / | 4 | 5 | / | 1 | 7 | 6 | 5 | 4 | 4 | 8 | 7 | 6 | 9 | / | b | e | 0 | b | 3 | 1 | 4 | 3 | - | 8 | a | 8 | a | - | 4 | e | 5 | 5 | - | 8 | a | 3 | a | - | 4 | 4 | a | b | 2 | 2 | 7 | 4 | 9 | e | e | 4 | . | j | p | g,https://www.noon.com/egypt-en/eva-skin-care-senses-fine-fragrance-mist-summer-twist-240-ml/p/?o=ZE9FBB81A90AF971FC315Z,2026-03-28T02:51:57.355462
